Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
1,1617978243842,09/04/2021 14:24:03,1617978243923,1,09/04/2021 15:24:03,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,BEGIN QUESTIONNAIRE,
2,1617978345650,09/04/2021 14:25:45,1617978345792,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,number of languages,1
3,1617978345796,09/04/2021 14:25:45,1617978345795,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,number of languages-quantised,1
4,1617978345796,09/04/2021 14:25:45,1617978345795,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,number of languages-text,
5,1617978345796,09/04/2021 14:25:45,1617978345795,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,Fluency L1,5
6,1617978345796,09/04/2021 14:25:45,1617978345795,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,Fluency L1-quantised,5
7,1617978345796,09/04/2021 14:25:45,1617978345796,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,Fluency L2,
8,1617978345796,09/04/2021 14:25:45,1617978345796,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,L3 fluency,
9,1617978345796,09/04/2021 14:25:45,1617978345796,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,age bilingual,N/A
10,1617978345796,09/04/2021 14:25:45,1617978345796,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,age bilingual-quantised,1
11,1617978345796,09/04/2021 14:25:45,1617978345796,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,%english childhood,100
12,1617978345796,09/04/2021 14:25:45,1617978345797,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,Language spoken in childhood other,0
13,1617978345796,09/04/2021 14:25:45,1617978345797,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,Percent English daily life,100
14,1617978345796,09/04/2021 14:25:45,1617978345797,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,other language daily life,0
15,1617978345796,09/04/2021 14:25:45,1617978345797,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,years away,0
16,1617978345796,09/04/2021 14:25:45,1617978345797,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,years away-quantised,1
17,1617978345796,09/04/2021 14:25:45,1617978345798,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,current language use,primarily one language
18,1617978345796,09/04/2021 14:25:45,1617978345798,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,current language use-quantised,1
19,1617978345796,09/04/2021 14:25:45,1617978345798,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,home dual-language1,1
20,1617978345796,09/04/2021 14:25:45,1617978345798,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,home dual-language1-quantised,1
21,1617978345796,09/04/2021 14:25:45,1617978345798,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,home dual-language2,1
22,1617978345796,09/04/2021 14:25:45,1617978345799,1,09/04/2021 15:25:45,49173,1,questionnaire-92iv,,11757682,22635,3570726,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.68,1536x864,1536x754,,Language questions,1,No,home dual-language2-quantised,1
